source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence
CRT Hub,Company,PARTNERED_WITH,AD&Co LoanDynamics Model,Technology,c94927101c2c3054ab00::c0000,2023-02-23,CRT Hub has entered into an alliance with AD&Co LoanDynamics Model.,0.9
CRT Hub,Company,WORKED_AT,Chasen Enterprises,Company,c94927101c2c3054ab00::c0000,2023-02-23,CRT Hub is a wholly-owned subsidiary of Chasen Enterprises.,0.9
Aran Azarzar,Person,LEADS,JFrog,Company,3a873201cb4aae487900::c0000,2023-03-30,Azarzar will lead the strategy and operations for JFrog’s Information Technology organization.,0.9
Mobiquity Technologies Inc.,Company,ACQUIRED,$3.0 Million Public Offering,Technology,b33a18f9d370965adbdb::c0000,2023-07-03,Mobiquity Technologies Inc. announces closing of $3.0 Million Public Offering.,0.8
Bigme,Company,DEVELOPED,Kaleido 3 color ink e-note,Technology,b30e68d3ac5736af2c95::c0000,2023-02-24,Bigme has released the inkNote Color+ claiming it to be the world’s first 10.3-inch Kaleido 3 color ink e-note.,0.9
ClearCaptions,Company,LEADS,Sanjay Singam,Person,500d3ff4c0f6b43234e6::c0000,2023-02-16,ClearCaptions – a leading provider of innovative call captioning services... proudly welcome new Chief Information and Technology Officer (CITO) Sanjay ...,1.0
Sojern,Company,PARTNERED_WITH,PUSHTech™,Company,3c5e3bd96a371291666c::c0000,2023-01-11,Sojern the leading digital marketing platform built for travel and PUSHTech™ a CRM marketing automation sales and support platform have announced a new partnership...,1.0
Cloud computing,Technology,DEVELOPED,data center industry,Technology,c7c65b53343789548caa::c0000,2023-04-14,the mass adoption of cloud computing and artificial intelligence (AI) is driving exponential growth for the data center industry...,1.0
Esri,Company,PARTNERED_WITH,Malta,Company,ef07f6b1f6d9c07e2c53::c0000,2023-02-16,Esri Signs Agreement with Malta Providing Access to GIS Technology Training.,1.0
Ing.Emanuel Darmanin,Person,WORKED_AT,Esri,Company,ef07f6b1f6d9c07e2c53::c0000,2023-02-16,said Ing.Emanuel Darmanin CEO of ...,1.0
Freeline Therapeutics Holdings plc,Company,ACQUIRED,Freeline Therapeutics GmbH,Company,49ae08eac6035b516643::c0000,2023-02-10,Freeline Announces Closing of Sale of Its CMC-Focused German Subsidiary.,1.0
Micron,Company,DEVELOPED,chip plant,Technology,b382f32a0ce95cda66b8::c0000,2023-06-28,Micron soon breaking ground on a mega chip plant in Clay.,1.0
Amazon,Company,USES,cloud computing service,Technology,add3b453273a3c5c9a8e::c0000,2023-06-13,Amazon’s cloud computing service recovers from outage.,1.0
FLSmidth,Company,ACQUIRED,KOCH Solutions,Company,7008d440d65756e90a02::c0000,2023-06-14,FLSmidth to sell Non-Core Activities material handling technology assets to KOCH Solutions.,1.0
Google,Company,PARTNERED_WITH,Amazon,Company,4e50d75514e6a8afab36::c0000,2023-10-12,Internet companies Google Amazon and Cloudflare say they have weathered the internet's largest-known denial of service attack.,1.0
Google,Company,PARTNERED_WITH,Cloudflare,Company,4e50d75514e6a8afab36::c0000,2023-10-12,Internet companies Google Amazon and Cloudflare say they have weathered the internet's largest-known denial of service attack.,1.0
Bola Tinubu,Person,LEADS,Technology,Technology,8d48450e49bccc0cd4f4::c0000,2023-09-05,President Bola Tinubu on Monday expressed his support for new partnerships with global technology companies.,1.0
WebClues Infotech,Company,LEADS,Generative AI Solutions,Technology,1dcc7274cdf735fb28b0::c0000,2023-08-25,WebClues Infotech Leads the Way in Generative AI Solutions for Business Process Enhancement.,0.9
Advanced Project,Company,DEVELOPED,facial recognition AI technology,Technology,383b040573dc5034addb::c0000,2023-08-18,Advanced Project announces upgrade to TIER service with facial recognition AI technology.,0.9
Alibaba Cloud,Company,DEVELOPED,Product Innovation Center,Technology,b6dd38fe3f14eaceec15::c0000,2023-02-02,Alibaba Cloud Unveils Its First International Product Innovation Center and Partner Management Center.,0.9
UAB,Company,WORKED_AT,health technology,Technology,6fd89d25033061248e8e::c0000,2023-02-02,Four high-tech health devices being tested at UAB now.,0.8
Amazon.com,Company,INVESTED_IN,Ohio,Company,3e0677727f437bb532a1::c0000,2023-06-26,Amazon.com''s cloud computing division would invest $7.8 billion through 2030 in Ohio.,0.9
Liquid Web,Company,DEVELOPED,Business Continuity Solutions,Technology,88cefd8ab93a86a8dbfa::c0000,2023-06-07,Liquid Web Expands Business Continuity Solutions with VMware in Phoenix Data Center Addition.,0.9
Apple Inc,Company,PARTNERED_WITH,Broadcom Inc,Company,7c87b73733808a6e4ef5::c0000,2023-06-26,Apple Inc and Broadcom Inc challenges to Caltech data-transmission patents,0.9
Tetra Tech,Company,ACQUIRED,application cyber services outfit,Technology,6d7d0572296d6be67a96::c0000,2023-01-06,Tetra Tech has acquired a provider of enterprise technology and consulting services,0.9
Silicon Valley Bank,Company,LEADS,climate tech industry,Technology,9aee8f0b2b8879122185::c0000,2023-03-15,Silicon Valley Bank marketed itself as a climate tech-friendly bank,0.8
United Microelectronics,Company,PARTNERED_WITH,European chip makers,Technology,1b155489730cbc77b235::c0000,2023-01-11,insight on European chip makers United Microelectronics,0.7
Huawei,Company,DEVELOPED,5G Technology,Technology,ac61ead214b9d4697ad5::c0000,2023-02-18,The report provides information on market trends and development growth drivers technologies and the changing investment structure of the Global 5G Technology in Emergency Services Market.,0.9
Nokia,Company,DEVELOPED,5G Technology,Technology,ac61ead214b9d4697ad5::c0000,2023-02-18,The report provides information on market trends and development growth drivers technologies and the changing investment structure of the Global 5G Technology in Emergency Services Market.,0.9
Ericsson,Company,DEVELOPED,5G Technology,Technology,ac61ead214b9d4697ad5::c0000,2023-02-18,The report provides information on market trends and development growth drivers technologies and the changing investment structure of the Global 5G Technology in Emergency Services Market.,0.9
SAP,Company,PARTNERED_WITH,PwC,Company,d2bf15dff0d6fb017341::c0000,2023-01-11,SAP PwC partnership driving digital transformation & cloud success in West Africa.,0.9
Rola Ghneim Khreis,Person,WORKED_AT,IAEA,Company,616bdd3f777638f75cf8::c0000,2023-09-08,IAEA Profile: Rola Ghneim Khreis the IAEA’s First Woman Director of Information Technology.,0.9
Vijay Menta,Person,WORKED_AT,Worcester Polytechnic Institute,Company,77234e3a7bb0483080d7::c0000,2023-01-13,Vijay Menta Named Vice President and Chief Information Officer at Worcester Polytechnic Institute.,0.9
IBM,Company,DEVELOPED,key technologies,Technology,b9a89c628a717d7ec898::c0000,2023-01-09,IBM inks $725 million deal so public servants can tap key technologies.,0.9
U.S. Military,Company,USES,Telecritical Care Technology,Technology,8d8820ae3b62786a10f8::c0000,2023-05-04,U.S. Military Embraces Telecritical Care Technology for Service Members and Veterans.,0.9
Wolters Kluwer ELM Solutions,Company,DEVELOPED,technology,Technology,be8d5a4c4f4b895e4f5a::c0000,2023-01-13,Wolters Kluwer ELM Solutions’ technology and thought leadership contributions honored by Best in Biz Awards.,0.9
OpenAI,Company,DEVELOPED,AI technology,Technology,264d1b9d346656ddf765::c0000,2023-06-20,OpenAI plans to launch a marketplace that will allow developers to sell their AI models built on top of OpenAI's own AI technology.,1.0
GigaCloud Technology Inc,Company,FOUNDED,GigaCloud Technology,Technology,b676f4b76661e930e9da::c0000,2023-03-17,GigaCloud Technology Inc (GCT) a end-to-end B2B ecommerce solutions for large parcel merchandise reported Friday that GigaCloud Technology Inc's,0.9
GigaCloud Technology Inc,Company,DEVELOPED,B2B ecommerce solutions,Technology,15f4c9e309efdbb3b8e9::c0000,2023-09-22,GigaCloud Technology Inc (GCT) a end-to-end B2B ecommerce solutions for large parcel merchandise,0.9
Microsoft,Company,DEVELOPED,AI tools,Technology,6a5730b76e8157e83d44::c0000,2023-03-17,Microsoft is infusing artificial intelligence tools into its Office software including Word Excel and Outlook emails.,0.9
U.S. Sen. Todd Young,Person,LEADS,tech innovation investment,Technology,e1a03233a9b7e5fd51da::c0000,2023-03-14,U.S. Sen. Todd Young talks tech innovation investment and its meaning for Hoosiers.,0.8
Meta,Company,DEVELOPED,Virtual Reality Headset,Technology,ac7cbdc493e2f11a1d95::c0000,2023-06-17,Meta to Lower Age for Users of Virtual Reality Headset to 10 From 13.,1.0
Sony,Company,DEVELOPED,cloud gaming,Technology,27f2d4dfb7f06c6a9973::c0000,2023-04-11,Sony is gearing up for a new cloud gaming push amid rumors of a PlayStation handheld.,1.0
Sony,Company,DEVELOPED,GT Sophy AI driver,Technology,27f2d4dfb7f06c6a9973::c0000,2023-04-11,the 'GT Sophy' AI driver in Gran Turismo,1.0
Quest Technology Management,Company,ACQUIRED,Lanlogic,Company,016c2694481863bbcf08::c0000,2023-02-23,Quest Technology Management Acquires Lanlogic Expanding Their Technical Program Management Service Offerings.,1.0
Marc Rogers,Person,WORKED_AT,Q-Net Security,Company,8cf2b266de6c80f62c39::c0000,2023-03-10,said Marc Rogers chief security officer at hardware security firm Q-Net Security,1.0
Marc Rogers,Person,WORKED_AT,Cloudflare,Company,8cf2b266de6c80f62c39::c0000,2023-03-10,former head of information security at the content delivery provider Cloudflare,1.0
Uptime Institute,Company,ACQUIRED,CNet Training,Company,93916f3315be60db86db::c0000,2023-02-03,Uptime Institute Completes Acquisition of CNet Training the International Award-Winning Technical Education Company.,1.0
Baird,Company,INVESTED_IN,Fidelity National Information Services (FIS),Company,808c98c34916b1b5412d::c0000,2023-07-03,Baird maintained coverage of Fidelity National Information Services (NYSE ... FIS is a leading provider of technology solutions for merchants banks and ...,1.0
SpaceX,Company,DEVELOPED,recyclable rocket technology,Technology,0f19e799f07bb33d69ae::c0000,2023-02-01,SpaceX developed the next generation in recyclable rocket technology driving down the cost to launch a satellite.,1.0
India,Company,DEVELOPED,rocket launch services,Technology,0f19e799f07bb33d69ae::c0000,2023-02-01,India developed rocket launch services to further reduce costs.,1.0
Elisabeth Schmidt,Person,WORKED_AT,Maximus,Company,a315c5249397842d1417::c0000,2023-02-13,Maximus has announced that Elisabeth Schmidt has been named one of Maximus's new Senior Vice Presidents for Technology and Consulting Services.,1.0
Amazon,Company,USES,AI service,Technology,6ec376fffd2c56fef630::c0000,2023-07-26,Amazon has drawn thousands to try Amazon's AI service competing with Microsoft Google.,1.0
Amazon,Company,USES,AI tools,Technology,b432186d8fe246dc1fab::c0000,2023-07-27,The company also announced new AI tools on Wednesday including a program for building more conversational customer-service agents.,1.0
Helen Vaid,Person,WORKED_AT,Hewlett Packard Enterprise,Company,1fc7315b1ac4f9a5f945::c0000,2023-07-26,Ms. Vaid also held several technology-focused roles at Hewlett Packard Enterprise.,1.0
ISG (Information Services Group),Company,PARTNERED_WITH,more than 75 of the world’s top 100 enterprises,Company,28efd30332488898acff::c0000,2023-07-26,ISG is committed to ... more than 75 of the world’s top 100 enterprises.,1.0
France,Company,INVESTED_IN,advanced chip technology,Technology,67be4c196be2144489ee::c0000,2023-07-27,France is investigating suspected smuggling to China and Russia of advanced chip technology.,1.0
Trane and American Standard,Company,DEVELOPED,Link Communication Technology,Technology,42a6ce16d30d649245ff::c0000,2022-12-16,Trane and American Standard Launch Link Communication Technology.,1.0
Microsoft,Company,USES,Outlook cloud platform,Technology,6ae9fe65e4bfd7a1f9b8::c0000,2023-06-18,Microsoft says early June disruptions to Outlook cloud platform were cyberattacks.,1.0
ALMACO,Company,PARTNERED_WITH,CADARO,Company,77d5b421598c4a99a4cd::c0000,2023-09-28,ALMACO and CADARO Partner to Elevate Manufacturing and Service of Flow Rate Sensor Technology.,1.0
Andrew Drach,Person,FOUNDED,Solwey Consulting,Company,d647b95d52cd02947a27::c0000,2022-12-10,Interview with Andrew Drach CEO and co-founder of Solwey Consulting.,1.0
AI,Technology,USES,dental clinics,Technology,e0a75ffb372e4d44cc53::c0000,2023-07-26,Hundreds of dental clinics across the United States are now utilizing artificial intelligence (AI) technology.,1.0
ISG,Company,LEADS,global technology research and advisory,Technology,c97e991d82e0e0ee7f76::c0000,2023-06-28,ISG is a leading global technology research and advisory firm.,1.0
MediaTek,Company,PARTNERED_WITH,Google,Company,f479764e9819181a0679::c0000,2023-06-19,MediaTek reportedly cooperating with Google on TPU development.,1.0
Colorado,Company,DEVELOPED,U.S. Tech Hub for quantum computing,Technology,0a458e415a3fba99bbe9::c0000,2023-10-21,Colorado was picked to be an official U.S. Tech Hub for quantum computing.,1.0
Tech giants,Company,LEADS,risks of AI,Technology,a8de2d35d18ab4da25bd::c0000,2023-09-12,These tech giants are at the White House today to talk about the risks of AI.,1.0
Alec Hartman,Person,FOUNDED,Welcome Homes,Company,95055a058cee5679cafd::c0000,2023-01-12,DigitalOcean co-founders raise $29M for Welcome Homes.,0.9
Google Cloud,Company,PARTNERED_WITH,Form Bio,Company,35b8b8fc4ca0cc482176::c0000,2023-05-20,Google Cloud Launches AI-Powered Multiomics Suite Taps Dallas-Based Colossal and Form Bio.,0.9
Google Cloud,Company,USES,AI technology,Technology,35b8b8fc4ca0cc482176::c0000,2023-05-20,Google Cloud’s powerful platform Form Bio is positioned to ...,0.8
David S. Cloud,Person,WORKED_AT,Los Angeles Times,Company,e1ba8d84d3258111cc7b::c0000,2023-01-31,David S. Cloud covers the Pentagon and the military from the Washington D.C. bureau of the Los Angeles Times.,0.9
David S. Cloud,Person,WORKED_AT,New York Times,Company,e1ba8d84d3258111cc7b::c0000,2023-01-31,In David S. Cloud's 30-year career David S. Cloud has also worked at the New York Times.,0.9
David S. Cloud,Person,WORKED_AT,Wall Street Journal,Company,e1ba8d84d3258111cc7b::c0000,2023-01-31,In David S. Cloud's 30-year career David S. Cloud has also worked at the Wall Street Journal.,0.9
Sarah Patton,Person,LEADS,Compass Development Marketing Group,Company,960717bf330bd11d0a38::c0000,2023-01-30,Sarah Patton director of development at Compass Development Marketing Group said that the past few years have found consumers emerging from lockdowns.,0.9
Fujitsu Limited,Company,DEVELOPED,embedded die packaging technology,Technology,da6c1f2f12ca8b444ad0::c0000,2023-07-27,Fujitsu is a leading Japanese information technology and services company that is exploring embedded die packaging technology.,1.0
Comcast Technology Solutions,Company,DEVELOPED,cloud-based Managed Channel Origination service,Technology,d1fc4efdd85fac262eef::c0000,2023-09-13,Comcast Technology Solutions (CTS) today announced the launch of a new cloud-based Managed Channel Origination service.,1.0
Clorox Co.,Company,USES,information technology systems,Technology,00d2f465477efb09e71c::c0000,2023-08-14,Clorox Co. has taken some of Clorox Co.'s information technology systems offline after identifying 'unauthorized activity'.,1.0
Deloitte,Company,FOUNDED,Jordan Digital Center,Technology,119ddf49c06da9b2a6a2::c0000,2023-01-17,Deloitte launched today the Jordan Digital Center (JDC) the Amman based state-of-the-art facility providing professional consulting digital and technology services.,1.0
WatchGuard Technologies,Company,ACQUIRED,CyGlass Technology Services,Technology,771691543314e3641960::c0000,2023-09-20,WatchGuard Technologies announces acquisition of CyGlass Technology Services.,1.0
First Citizens Bank,Company,ACQUIRED,Silicon Valley Bank,Company,6b87606c5453e6c9fefe::c0000,2023-03-27,Raleigh’s First Citizens Bank will buy Silicon Valley Bank.,1.0
Cloudbrink,Company,DEVELOPED,software appliance,Technology,3afd93e5a4478def9130::c0000,2023-06-06,Cloudbrink today launched the industry’s first software-only solution.,1.0
Google,Company,DEVELOPED,unknown tracker alerts,Technology,e80a3d782a398668d207::c0000,2023-08-10,Google has introduced a convenient way to identify an unknown tracker.,1.0
YouWeb,Company,DEVELOPED,climate tech incubator,Technology,d2d4301f62a8ebd07927::c0000,2023-09-08,YouWeb launches climate tech incubator to drive carbon management.,1.0
CloudNine,Company,PARTNERED_WITH,Integreon,Company,6e061713388fe1561833::c0000,2023-03-16,CloudNine and Integreon announced a partnership today to provide a better way to manage modern data in eDiscovery.,1.0
Complete Solaria,Company,ACQUIRED,Freedom Acquisition I Corp.,Company,b6a4ff4968ab97b85f84::c0000,2023-07-18,Complete Solaria a Leading Solar Technology Services and Installation Company Completes Business Combination with Freedom Acquisition I Corp.,1.0
Staytuned Digital,Company,DEVELOPED,Salesforce suite for e-commerce,Technology,a0b304edebe265e00968::c0000,2023-04-06,Staytuned Digital has $34 million in new equity and debt to continue developing a software suite for e-commerce brands.,1.0
Serge Kassardjian,Person,WORKED_AT,Staytuned Digital,Company,a0b304edebe265e00968::c0000,2023-04-06,co-founder Serge Kassardjian described as 'the Salesforce suite for e-commerce stores.',1.0
pCloud,Company,FOUNDED,2013,Technology,e7164cb87585c5448fd1::c0000,2023-09-10,Established in 2013 pCloud’s focus on innovation security and user satisfaction has garnered the trust of 19 million users worldwide.,1.0
Starlink,Company,FOUNDED,Elon Musk,Person,739aa9c73fd8bfaa848b::c0000,2023-07-20,Malaysia has issued a license to Starlink the satellite communications service started by Elon Musk.,1.0
Meta,Company,LEADS,Facebook,Company,5c5f62ec5daf0177409a::c0000,2023-05-22,Facebook owner Meta fined €1.2bn for mishandling user information.,1.0
Ravago Americas,Company,ACQUIRED,Polymer Technology & Services,Company,9398729500b947eacd91::c0000,2023-10-17,Ravago Americas LLC announced yesterday the acquisition of Polymer Technology & Services LLC.,1.0
Altitude Angel,Company,PARTNERED_WITH,Saab,Company,aae8c82ac9cf282b9efa::c0000,2022-12-06,Altitude Angel and Saab to partner on Digital Tower technology.,1.0
Amazon Web Services,Company,USES,AMD's new AI chips,Technology,ec3ce18d568e33867724::c0000,2023-06-14,Amazon Web Services is considering using new artificial intelligence chips from Advanced Micro Devices Inc.,1.0
Briton Smetzer,Person,WORKED_AT,NCR,Company,738872f65f185309222c::c0000,2022-12-14,Smetzer who most recently served as Director of ATM Management & Software Deployment at NCR.,1.0
Coinbase,Company,WORKED_AT,Brian Armstrong,Person,9919a5cea8797336e979::c0000,2023-02-03,Coinbase offloaded about a fifth of its staff. Chief Brian Armstrong said...,0.9
Brian Armstrong,Person,LEADS,Coinbase,Company,9919a5cea8797336e979::c0000,2023-02-03,Chief Brian Armstrong said...,0.9
TYAN,Company,DEVELOPED,4th Gen Intel Xeon Scalable Processors,Technology,5fef15ee6ddb1b6fac33::c0000,2023-05-30,TYAN Accelerates AI HPC Cloud Storage Workloads With New Platforms Featuring 4th Gen Intel Xeon Scalable Processors...,0.9
TYAN,Company,PARTNERED_WITH,Computex 2023,Technology,5fef15ee6ddb1b6fac33::c0000,2023-05-30,showcases its latest HPC cloud and storage platforms at Computex 2023...,0.8
Meta,Company,PARTNERED_WITH,Pelocal Fintech Pvt. Ltd.,Company,15fb2e71d9c1301a1bd8::c0000,2023-10-07,The service is being rolled out in a collaboration between Meta and its authorised partner Pelocal Fintech Pvt. Ltd.,1.0
Fidelity National Information Services Inc.,Company,FOUNDED,Jacksonville Florida,Company,5ccf35124d55ce7bc232::c0000,2023-02-14,Headquartered in Jacksonville Florida Fidelity National Information Services Inc. (NYSE:FIS) is a financial technology solutions provider.,1.0
Nutanix,Company,DEVELOPED,Project Beacon,Technology,0a6c6f7c25a96dc81dc7::c0000,2023-05-09,Nutanix today announced Project Beacon a multi-year effort to deliver a portfolio of data-centric Platform as a Service (PaaS) level services.,1.0
Schneider Electric,Company,USES,Electrification digitalisation and sustainability,Technology,f61511cf8ad7edaa9fd5::c0000,2023-05-07,Electrification digitalisation and sustainability are driving both energy management business opportunities and the shift to a new energy landscape according to energy management and automation technology firm Schneider Electric.,1.0
Google,Company,WORKED_AT,Twitter,Company,5da5f4141c5ac70b750c::c0000,2023-05-19,the Supreme Court ruled in favor of Google Twitter and Facebook in lawsuits,0.9
Google,Company,WORKED_AT,Facebook,Company,5da5f4141c5ac70b750c::c0000,2023-05-19,the Supreme Court ruled in favor of Google Twitter and Facebook in lawsuits,0.9
Microsoft,Company,DEVELOPED,Copilot,Technology,3a5ed6555cadb4149f58::c0000,2023-09-21,Microsoft Copilot for Windows launches September 26th,0.9
Fidelity National Information Services,Company,FOUNDED,financial technology solutions,Technology,35f9e232b3c44ebab014::c0000,2023-07-11,Fidelity National Information Services Inc. (NYSE:FIS) is a financial technology solutions provider.,0.8
KPMG,Company,INVESTED_IN,AI cloud services,Technology,369b5a4840d1fcc4fb88::c0000,2023-05-02,KPMG will spend $2 billion on artificial intelligence and cloud services,0.9
Disney,Company,USES,facial motion capture technology,Technology,9f51ca034ed16b855942::c0000,2023-02-23,Disney had the right to terminate DD3’s services under contracts for the two films.,0.9
Burger King,Company,PARTNERED_WITH,PAR Technology,Company,769e334aa7d9f2be92ea::c0000,2023-10-11,Burger King Selects PAR Technology As Burger King Exclusive Point of Sale Software and Services Provider Across North America.,0.9
CareCloud,Company,DEVELOPED,CareCloud Charts,Technology,df4a8a1e16a688164322::c0000,2023-01-12,CareCloud Charts electronic health record (EHR) platform CareCloud Charts received Office of the National Coordinator for Health Information Technology (ONC) certification.,0.9
Federal Trade Commission,Company,DEVELOPED,Office of Technology,Technology,dc5a9c18b6b3f73f2a37::c0000,2023-02-17,The Federal Trade Commission on Friday is launching an Office of Technology to aid efforts to rein in the fast-moving tech sector.,0.9
Howard Tullman,Person,WORKED_AT,G2T3V LLC,Company,8b77d8ac484423e94713::c0000,2023-09-26,Howard Tullman general managing partner for G2T3V LLC,1.0
Howard Tullman,Person,WORKED_AT,Chicago High Tech Investors LLC,Company,8b77d8ac484423e94713::c0000,2023-09-26,Howard Tullman general managing partner for the Chicago High Tech Investors LLC,1.0
TD SYNNEX,Company,DEVELOPED,Google Cloud,Technology,1365b6a2af315f82638e::c0000,2022-12-19,TD SYNNEX Expands Google Cloud Offering,1.0
University of Kentucky,Company,DEVELOPED,AI recycling technology,Technology,798916a94429991d3425::c0000,2023-03-21,University of Kentucky rolled out a new piece of campus-wide technology targeted at recycling efforts.,1.0
Moro Hub,Company,PARTNERED_WITH,EY,Company,39d8c52ea348bb9062bf::c0000,2023-01-03,Moro Hub in association with global consultancy EY announced the launch of its first AI-driven managed services.,1.0
When I Work,Company,LEADS,Kavitha Radhakrishnan,Person,5d55f4855b8c6ee2b3e1::c0000,2023-09-13,appointed Kavitha Radhakrishnan as its new Chief Product Officer,1.0
When I Work,Company,LEADS,Paul Cowan,Person,5d55f4855b8c6ee2b3e1::c0000,2023-09-13,appointed Paul Cowan as its new Chief Growth Officer,1.0
Pankaj Vyas,Person,WORKED_AT,Siemens Technology and Services Pvt. Ltd.,Company,22199b41d3b049e8847d::c0000,2022-12-03,CEO & MD Siemens Technology and Services Pvt. Ltd.,1.0
Meta Platforms Inc,Company,DEVELOPED,Meta Verified,Technology,250939bab78cf84668d6::c0000,2023-03-17,launched its subscription service in the U.S.,1.0
Chipotle,Company,USES,technology,Technology,7e8c1d8dd70d3b571163::c0000,2023-03-30,tapping into technology to ease operations,1.0
Ronald Benjamin,Person,WORKED_AT,Chipotle,Company,7e8c1d8dd70d3b571163::c0000,2023-03-30,the brand’s senior director of guest and employee experience,1.0
Dragos,Company,DEVELOPED,OT Cyber Industry's Only Global Partner Program,Technology,cee0b66946783c1034f8::c0000,2023-06-13,Launches OT Cyber Industry's Only Global Partner Program,1.0
Ivy Tech Community College,Company,PARTNERED_WITH,Jobs for the Future,Company,af109609d8d9b6e3cfd1::c0000,2023-06-04,Ivy Tech partners with Jobs for the Future to offer Google Certificates.,1.0
KNET,Company,DEVELOPED,AYECKA technology,Technology,c468444911a8730ae8ec::c0000,2022-11-25,KNET launches IoT service based on AYECKA technology.,1.0
Tencent Cloud,Company,DEVELOPED,Tencent Cloud Blockchain RPC,Technology,a52db94e340e50609055::c0000,2023-09-12,"Tencent Cloud announced the launch of its first Web3-native product, Tencent Cloud Blockchain RPC.",1.0
Tencent Cloud,Company,PARTNERED_WITH,Ankr,Company,a52db94e340e50609055::c0000,2023-09-12,"Jointly developed with Ankr, this new offering aims to deliver reliable Web3 infrastructure.",1.0
SoFi Technologies,Company,WORKED_AT,Bank of America,Company,78919f5f29b8ed18f198::c0000,2023-06-16,Bank of America downgrades SoFi Technologies to neutral from buy.,1.0
Google,Company,USES,news content,Technology,14ac29ea4e2d0156ac0b::c0000,2023-05-03,Big Tech companies such as Google and Meta might soon have to pay media outlets for posting and using their news content.,0.9
Meta,Company,USES,news content,Technology,14ac29ea4e2d0156ac0b::c0000,2023-05-03,Big Tech companies such as Google and Meta might soon have to pay media outlets for posting and using their news content.,0.9
Southwest Airlines,Company,DEVELOPED,intermittent technology issue,Technology,e402b12f3e38b4989d81::c0000,2023-04-18,Southwest Airlines service has resumed after flights at airports across the country were temporarily paused due to an 'intermittent technology issue'.,0.8
Walmart,Company,ACQUIRED,tech hubs,Technology,4c9c06e2bfbf8412600d::c0000,2023-02-15,Walmart says it will shutter three of its other U.S. tech hubs.,0.85
CrowdStrike,Company,DEVELOPED,Best Enterprise Security Solution,Technology,fa8b43b4e20a3fd468a9::c0000,2023-08-21,CrowdStrike Dominates SC Awards 2023 Winning Best Enterprise Security Solution,1.0
CrowdStrike,Company,DEVELOPED,Best Managed Detection and Response Service,Technology,fa8b43b4e20a3fd468a9::c0000,2023-08-21,CrowdStrike Dominates SC Awards 2023 Winning Best Managed Detection and Response Service,1.0
Fred Mitchell,Person,WORKED_AT,Drive Control Corporation,Company,27c0ec2fc6d546f2a121::c0000,2023-04-06,Fred Mitchell software division head at Drive Control Corporation (DCC),1.0
Microsoft,Company,USES,Outlook,Technology,393ca665492ed7e05ec2::c0000,2023-06-18,Microsoft Says Early June Disruptions to Outlook Cloud Platform Were Cyberattacks,1.0
Microsoft,Company,USES,OneDrive,Technology,393ca665492ed7e05ec2::c0000,2023-06-18,Microsoft Says Early June Disruptions to Outlook Cloud Platform Were Cyberattacks,1.0
Western Digital,Company,USES,My Cloud,Technology,d124bc63d94d596313d8::c0000,2023-04-07,Western Digital’s My Cloud is still down but there’s a workaround,1.0
Meta Platforms Inc,Company,DEVELOPED,subscription service,Technology,217fba9d2ebf23c0d41a::c0000,2023-03-17,Meta launches subscription service in US,1.0
HPE,Company,DEVELOPED,cloud computing service for artificial intelligence,Technology,2b93beef6173b1d20f74::c0000,2023-06-21,HPE to offer cloud computing service for artificial intelligence,1.0
L&T Technology Services,Company,PARTNERED_WITH,Qualcomm,Company,275fc1333cf98e260eec::c0000,2023-02-23,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,1.0
IBM,Company,ACQUIRED,Red Hat,Company,f66b0d747efc2de3e42a::c0000,2023-04-15,"With the mega-acquisition of Red Hat in 2019, IBM's hybrid cloud platform is tough to beat.",1.0
Brad Chason,Person,WORKED_AT,Jackson Healthcare,Company,d23eede519bae0a8ad17::c0000,2023-05-08,Jackson Healthcare and technology companies today announced the promotion of Brad Chason to senior vice president of information technology.,1.0
Oceans and Coastal Information System (OCIMS),Technology,DEVELOPED,South Africa,Company,fab3af57b7becfdf5928::c0000,2022-11-24,developed and implemented the Oceans and Coastal Information System (OCIMS) in 2016.,1.0
IBM,Company,PARTNERED_WITH,White House,Company,58db98954545778fead9::c0000,2023-09-12,"IBM, Adobe, Salesforce, and five more tech companies are making voluntary safety, security, and transparency commitments to the White House related to their use of artificial intelligence.",0.9
Adobe,Company,PARTNERED_WITH,White House,Company,58db98954545778fead9::c0000,2023-09-12,"IBM, Adobe, Salesforce, and five more tech companies are making voluntary safety, security, and transparency commitments to the White House related to their use of artificial intelligence.",0.9
Salesforce,Company,PARTNERED_WITH,White House,Company,58db98954545778fead9::c0000,2023-09-12,"IBM, Adobe, Salesforce, and five more tech companies are making voluntary safety, security, and transparency commitments to the White House related to their use of artificial intelligence.",0.9
Infosys,Company,PARTNERED_WITH,LexisNexis,Company,239795f28445c484bd47::c0000,2023-04-05,"Infosys has extended its collaboration with LexisNexis, a data and analytics company, to provide end-to-end information services.",0.9
Eric Schmidt,Person,INVESTED_IN,White House,Company,39732a962e3247268337::c0000,2022-12-23,Eric Schmidt former CEO of Google is indirectly funding the salaries of officials in a White House office tasked with advising President Biden on technical and scientific issues.,0.9
Countdown,Company,USES,Uber technology,Technology,792f24b49e83a6dd5198::c0000,2023-07-25,Countdown launches failed grocery delivery service Milkrun in New Zealand powered by Uber technology.,0.9
